tweet_id,location,location_true
ID_1168178071679225856,FL,FL
ID_1168178492242051072,Abaco Islands Bahamas,Abaco Islands Bahamas
ID_1168179084242767872,Florida,Florida
ID_1168186550460526592,Abacos Bahamas,Abacos Islands Bahamas
ID_1168187003470565376,Bahamas East Coast Floridas,Bahamas Floridas
ID_1168196142057840640,North Carolina,North Carolina
ID_1168206089051168768,Abacos Bahamas Elbow Cay,Abacos Bahamas Elbow Cay
ID_1168206177630662656,Texas,Texas
ID_1168210555741454336,Floridas,Floridas
ID_1168216728825999360,Abaco Bahama,Abaco Grand Bahama islands
ID_1168219670089854976,Carolinas Charlotte,Carolina Charlotte
ID_1168221206748831744,Bahamas,Bahamas
ID_1168221534449799168,Bahamas,Bahamas
ID_1168223751831511040,Bahamas,Bahamas
ID_1168225146479550464,FL,St. Johns Co.
ID_1168226572869996544,Florida,Florida
ID_1168226718294953984,AbacoIsland,AbacoIsland
ID_1168231045331918848,Abaco,Abaco
ID_1168234754124259328,Unknown,St Lucie
ID_1168237477951352832,Abaco Marsh Harbour,Abaco
ID_1168241812013821952,Florida,Florida
ID_1168244733283643392,Bahamas Yemen,Bahamas Saudi Yemen
ID_1168245092659945472,Abaco Bahamas,Abaco Island Bahamas
ID_1168248093776719872,St. Lucie,St. Lucie StLucieCounty
ID_1168250785777500160,Florida,Florida
ID_1168252185198510080,Florida usa,Florida
ID_1168254792961011712,Florida US,Florida
ID_1168261400721887232,Abaco Islands Bahamas,Abaco Islands Bahamas
ID_1168262856682430464,Bahamas,Bahamas
ID_1168264609347842048,Florida Tampa Bay,Florida Tampa Bay
ID_1168266419856740352,Bahamas USA,Bahamas
ID_1168266468947046400,Abaco Islands,Abaco Islands
ID_1168267909313024000,Brevard Volusia,Volusia Volusia county
ID_1168268312914083840,Nassau County,Nassau County
ID_1168269583683215360,Bahamas,Bahamas
ID_1168270671744577536,Florida,Florida
ID_1168270875218591744,Jacksonville,Jacksonville
ID_1168271111546646528,FL Florida,Cape Canaveral FL Florida
ID_1168272397499285504,Bahamas NC,Bahamas
ID_1168273448931667968,Bahamas,Bahamas
ID_1168273787470700544,Bahamas Florida,Bahamas Florida
ID_1168275085599412224,FL Florida,FL Florida
ID_1168276279092604928,Bahamas,Bahamas
ID_1168277611752984576,Bahamas CA NC NE,Bahamas
ID_1168279022008225792,Bahamas,Bahamas
ID_1168283025274261504,Florida,Florida
ID_1168288535344046080,Bahamas Odessa,Bahamas
ID_1168292429071638528,Unknown,Town of Surfside Beach
ID_1168292900318470144,Brevard Florida Volusia,Brevard county Florida Volusia county
ID_1176464580639375360,AzadKashmir Mirpur,AzadKashmir Mirpur
ID_1176465104608608256,AJK Pakistan,AJK Pakistan
ID_1176465435761487872,AJK Mirpur,Mirpur
ID_1176466808397844480,AzadKashmir Mirpur PR Pakistan,AzadKashmir Mirpur Pakistan
ID_1176467618670219264,Mirpur Pakistan,Mirpur Pakistan
ID_1176468264387584000,Jatlan mirpur,Jatlan mirpur
ID_1176469959146389504,Azad Kashmir Mirpur,Azad Kashmir Mirpur
ID_1176470972867731456,AzadKashmir Mirpur,AzadKashmir Mirpur
ID_1176471143701733376,Mirpur,Mirpur
ID_1176471641632792576,AJK Kashmir LA,AJK
ID_1176472118671925248,Mirpur,Mirpur
ID_1176472386025209856,Kashmir Mirpur,Kashmir Mirpur
ID_1176472570243231744,Unknown,Albania Tirana University of Tirana
ID_1176473212630294528,Unknown,Pak jhelum
ID_1176473503207428096,Unknown,Albania
ID_1176473591589888000,Indian Kashmir kashmir,Kashmir
ID_1176474120839675904,AJK Islamabad Lahore Pakistan,AJK Islamabad Lahore Pakistan
ID_1176474254075944960,AJK Pakistan,AJK
ID_1176475678784610304,AJK Mirpur,AJK Mirpur
ID_1176476154473177088,Azad Kashmir Pakistan,Azad Kashmir Kashmir Pakistan
ID_1176476178187730944,Kashmir Pakistan,Jalata Kashmir Muzaffarabad Pakistan
ID_1176476774437478400,AJK Mirpur,AJK Bhimbar Mirpur
ID_1176479567323762688,AJK Jhelum Pakistan,AJK Jhelum Pakistan
ID_1176479699951857664,Mirpur,Mirpur
ID_1176479908316553216,AzadKashmir Indian Punjab,AzadKashmir Kashmir Punjab
ID_1176479940600053760,Kashmir Pakistan,Kashmir Pakistan
ID_1176480165251166208,Pakistan,Pakistan
ID_1176481382287233024,Azad Kashmir Mirpur,Azad Kashmir Mirpur
ID_1176481550399082496,AzadKashmir Islamabad Lahore PR Pakistan Peshawar Rawalpindi,Pakistan
ID_1176482362886168576,Azad Kashmir,Azad Kashmir
ID_1176482458654662656,Azad Kashmir Mirpur,Azad Kashmir Mirpur
ID_1176482862117396480,Mirpur Pakistan mirpur,Mirpur Pakistan
ID_1176484605303689216,Pakistan,Pakistan
ID_1176484786166218752,Azad Kashmir Mirpur Pakistan,Azad Kashmir Mirpur Pakistan
ID_1176484850217435136,Pakistan,Ajk Pakistan
ID_1176485968314085376,Islamabad Lahore pakistan,Lahore pakistan
ID_1176486351371300864,Azad Kashmir Mirpur Pakistan,Azad Kashmir Jatlaan Mirpur Pakistan
ID_1176486406803341312,Mirpur,Mirpur
ID_1176486526185824256,AJK Azad Jammu Kashmir,AJK Azad Jammu and Kashmir
ID_1176486605265231872,AJK Bhimber Jatlan Jhelum,AJK Jatlan Upper Jhelum Canal
ID_1176487329336365056,AJK AzadKashmir,AJK
ID_1176487696337985536,AzadKashmir,AzadKashmir
ID_1176489674203893760,Mirpur Pakistan azadkashmir,Mirpur Pakistan azadkashmir
ID_1176490089247051776,Mangla NE Pakistan,Mangla Pak Pakistan
ID_1176490228762255360,Jatlan,Jatlan Mohra-Saang
ID_1176491441406783488,Azad Kashmir Mirpur,Azad Kashmir Mirpur
ID_1176491533769613312,Pakistan,Pakistan
ID_1176492449847566336,Pakistan kashmir pakistan,Pakistan kashmir pakistan
ID_1176492830707113984,AJK Mirpur Pakistan US,AJK Jannah Ameen Mirpur Pakistan
ID_1176492871916097536,LA azadkashmir,JATLAN MIRPUR azadkashmir
ID_1176495012839923712,AJK Pakistan Punjab,AJK Pakistan Punjab
ID_1176495974153367552,Unknown,J&K
ID_1176495977886289920,Azad Mirpur,Mirpur
ID_1176496065736060928,Azad Kashmir Mirpur Pakistan,Azad Kashmir Mirpur Pakistan
ID_1176496111613284352,Unknown,Mohtarma Benazir Bhutto Medical college boys hostel
ID_1176497120301461504,Kashmir Mirpur Pakistan,Kashmir Mirpur Pakistan
ID_1176497522098999296,pakistan,pakistan
ID_1176497973175472128,Pakistan,Pakistan
ID_1176498388491280384,Azad Kashmir Islamabad Jhelum Pakistan Peshawar Rawalpindi,Azad Kashmir Faisalabad Islamabad Jhelum Pakistan Peshawar Rawalpindi
ID_1176499809248829440,Mirpur,Mirpur
ID_1176499983958380544,AJK Pakistan,AJK Pakistan
ID_1176500198958407680,Pakistan,Pakistan
ID_1176501926273474560,NE Pakistan,Pakistan
ID_1176502094205001728,Pakistan,Pakistan
ID_1176502445050085376,Jatlan Mirpur Pakistan,Jarikas Jatlan Mirpur Pakistan
ID_1176502894662750208,Kashmiri PA,Aazad Kashmir Kashmiri PAKistaN
ID_1176503793208451072,Kashmir Mirpur,Kashmir Mirpur
ID_1176504808515211264,Azad LA Mirpur kashmir,Azad jammu Mirpur jarikas jatlan kashmir
ID_1176508068605177856,Mirpur Pakistan mirpur,Mirpur Pakistan
ID_1176509524510957568,Jatlan Pakistan usa,Jatlan Pakistan
ID_1176510115920384000,Pakistan,Pakistan
ID_1176513833629900800,Mirpur,AJ&K Bhimbar Mirpur
ID_1176514521172779008,Pakistan,Pakistan
ID_1176515451544887296,Mirpur,Mirpur Pak
ID_1176516943995711488,Azad Jammu Kashmir Punjab,Azad Jammu Kashmir Khyber Pakhtunkhwa Punjab
ID_1176517234547671040,AzadKashmir,AzadKashmir
ID_1176519911113445376,Unknown,upper cannal of Jehlium
ID_1176520718164602880,Pakistan,Pakistan
ID_1176525641744863232,Azad Kashmir Mirpur kashmir,Azad Kashmir Mirpur
ID_1176527930110939136,Jatlan Mirpur Pakistan,Jarikas Jatlan Mirpur Pakistan
ID_1176530698536194048,GA Mirpur Pakistan kashmir,Mirpur Pakistan
ID_1176531574617231360,AzadKashmir Mirpur,AzadKashmir Mirpur
ID_1176534453692354560,Unknown,Pak
ID_1176535986408480768,AJK,Kotli
ID_1176538514818764800,Pakistan,Pakistan jehlam
ID_1176538625733009408,AJK,AJK
ID_1176541098233253888,AJK Pakistan,Pakistan
ID_1176541264604467200,Mirpur Punjab,Mirpur
ID_1176542016647454720,Kashmir Mirpur Pakistan,Kashmir Mirpur Pakistan
ID_1176545290301661184,Pakistan,Pakistan
ID_1176553601881255936,China Pakistan,China Pakistan
ID_1176556910490857472,pakistan,pakistan
ID_1176562544804343808,Jatlan,Jatlan
ID_1176564559768903680,Pakistan,Pakistan
ID_1176564965685235712,Mangla pakistan,Mangla pakistan
ID_1176567364617408512,Unknown,Srinagar
ID_1176569692078727168,Pakistan,Pakistan
ID_1176569918294233088,Kashmir Mirpur Pakistan,Kashmir Mirpur Pakistan
ID_1176584966467129344,India Jammu Kashmir Pakistan,India Jammu Kashmir
ID_1176606961858531328,Pakistan pakistan,Pakistan pakistan
ID_1176613691921436672,pakistan,pakistan
ID_1176632926668300288,AzadKashmir Pakistan,AzadKashmir Pakistan
ID_1176644490095931392,pakistan,pakistan
ID_1176670163976036352,Pakistan pakistan,Pakistan pakistan
ID_1176695999240298496,Mirpur Pakistan,Mirpur Pakistan pak
ID_1176716320395681792,Azad Kashmir Mirpur,Azad Kashmirs Mirpur
ID_1176733288414810112,Pakistan,Pakistan
ID_721565577505030144,Ecuador,Ecuador
ID_721565833814786048,Ecuador Quito,-Quito Ecuador
ID_721567194199379968,Ecuador,Ecuador
ID_721575488234340352,Ecuador Pedernales,Ecuador Pedernales
ID_721580577590104064,Ecuadors,Ecuador
ID_721580578454114304,Ecuadors,Ecuador
ID_721586058446708736,Ecuador,Ecuador
ID_721591304518516736,Ecuador,Ecuador
ID_721592550277136384,Ecuador,Ecuador
ID_721598092223455232,EcuadorEarthquake,Ecuador
ID_721601004223995904,Ecuador Guayaquil,Ecuador Guayaquil
ID_721603644110606336,Ecuador,Ecuador
ID_721607697955577856,Ecuador,Church of Montecristi Ecuador
ID_721609010319855616,Ecuador Pakistan,Ecuador Pakistan
ID_721609916306337792,Ecuador,Ecuador colombia
ID_721611494438383616,Ecuador,Ecuador
ID_721626605907537920,Ecuador,Ecuador
ID_721637852384079872,Ecuador UK,Ecuador
ID_721639476322254848,Ecuador,Ecuador
ID_721656918398271488,Ecuador,Ecuador
ID_721658218020257792,Ecuador,Ecuador
ID_721662202625699840,Ecuador,Ecuador
ID_721664703899037696,Ecuador,Ecuador
ID_721670356986163200,Ecuador,Ecuador
ID_721674059902226432,Australia Ecuador,Australia Ecuador
ID_721674560689545216,Ecuadors FL LA,Ecuadors
ID_721686781566066688,Ecuador US,Ecuador
ID_721699078216814592,Ecuador,Ecuador
ID_721716600970338304,Ecuadors Pedernales,Ecuadors Pedernales
ID_721721790851117056,Ecuador,Ecuador
ID_721721874078687232,Ecuador,Ecuador
ID_721723314180399104,Ecuador,Ecuador
ID_721724140043026432,Ecuador,Ecuador
ID_721730216876457984,Ecuador,Ecuador
ID_721730332970590208,Ecuadors,Ecuadors
ID_721730548662693888,Ecuador,Ecuador
ID_721731680793452544,Ecuador,Ecuador
ID_721731697448992768,Ecuador LA,Ecuador
ID_721733589646217216,Ecuador,Ecuador
ID_721735231372308480,Ecuador,Ecuador
ID_721735475711590400,Ecuador,Ecuador
ID_721736610769989632,Ecuador,Ecuador
ID_721737677951868928,Ecuador,Ecuador
ID_721737967652495360,Ecuador,Ecuador
ID_721738261337632768,CA Canada EcuadorEarthquake,EcuadorEarthquake
ID_721739973511098368,Ecuador,Ecuador
ID_721740372301516800,Ecuador,Ecuador
ID_721741889993486336,Ecuadors,Ecuador MANTA
ID_721743666419802112,Ecuador,Ecuador
ID_721746548313497600,Ecuador Manabi,Ecuador Manabi
ID_721751500494618624,Ecuador ecuador,Ecuador
ID_721751556685742080,Ecuador,Ecuador
ID_721754752766316544,Ecuador,Ecuador
ID_721754760299216896,Ecuador,Ecuador
ID_721755476908748800,EcuadorEarthquake,Ecuador
ID_721755895416373248,ecuador,ecuador
ID_721757200855736320,Ecuador,Ecuador
ID_721759369814126592,Ecuador Japan,Ecuador Japan Kumamoto
ID_721765760465530880,Ecuadors,Ecuadors
ID_721767225456074752,Ecuador Pakistan,Ecuador Pakistan
ID_721769539353055232,Ecuador,Ecuador
ID_721776652368396288,Ecuador,Ecuador
ID_721783038967947264,EcuadorEarthquake,Ecuador
ID_721787439426248704,ecuador,ecuador
ID_721788455001264128,Ecuador,Ecuador
ID_721790409471438848,Ecuador,Adventist church Ecuador
ID_721793843960483840,Ecuador ecuador,Ecuador
ID_721797026040705024,Ecuador New York,Ecuador New York
ID_721802440253812736,EcuadorEarthquake,Ecuador Manabí
ID_721803310001291264,Ecuador,Ecuador sanfrancisco
ID_721807777409187840,Ecuador Japan,Ecuador Japan
ID_721811859125452800,Ecuador,Ecuador
ID_721816031233056768,Ecuador,Ecuador
ID_721816528321134592,Ecuador Israel,Ecuador
ID_721823078033006592,Ecuador,Ecuador´s
ID_721825995964215296,Ecuador Pedernales,Ecuador
ID_721831545594605568,Ecuador,Ecuador
ID_721832188313006080,Ecuador,Ecuador
ID_721834810298273792,Ecuador,Ecuador
ID_721835800334364672,Ecuador Japan,Ecuador Japan
ID_721839953605308416,ECUADOR,ECUADOR
ID_721843731222118400,Ecuador usa,Ecuador
ID_721848914299731968,CA Ecuador,Ecuador
ID_721853537848700928,Ecuadors,Ecuador
ID_721855433741307904,Ecuador,Ecuador
ID_721859000694894592,Ecuador,Ecuador canada
ID_721862399788204032,Ecuador,Ecuador
ID_721865974585106432,Ecuador,Ecuador
ID_721866807267692544,Ecuador,Ecuador
ID_721881890211409920,Ecuador,Ecuador
ID_721893287435640832,Ecuador,Ecuador
ID_721897438785703936,Ecuador,Ecuador
ID_721899198795423744,Ecuador,Ecuador
ID_721899379758653440,Ecuador,Ecuador
ID_721900388677320704,Colombia Ecuador,Colombia Ecuador
ID_721908490193801216,Ecuadors,Ecuadors
ID_721909412483481600,Ecuador Pakistan,Ecuador Pakistan
ID_721912881000935424,Ecuador,Ecuador
ID_721914998780465152,Ecuador,Ecuador
ID_721915382399954944,Ecuador,Ecuador
ID_721928184963407872,Chile Ecuador,Ecuador
ID_721934554005680128,Ecuador,Ecuador
ID_721937250490195968,EcuadorEarthquake,Ecuador
ID_721938930258616320,CA Ecuador,Ecuador
ID_721944291657052160,Ecuador SouthAfrica,Africa Ecuador SouthAfrica
ID_721945569619345408,Ecuador,Ecuador
ID_721947100741836800,Ecuador India,Ecuador India
ID_721959342895972352,ecuador,ecuador
ID_721966156018356224,Ecuador,Ecuador
ID_721977459751694336,Ecuador,Ecuador
ID_721986698612056064,Ecuador,Ecuador
ID_721991081785749504,Ecuador,Ecuador
ID_721992087604895744,Ecuador,Ecuador
ID_721995551588360192,Ecuador NE,Ecuador
ID_722003952066105344,Ecuador,Ecuador
ID_722006347617853440,Ecuador,Ecuador
ID_722006861566881792,Ecuador,Ecuador
ID_722016165057273856,Ecuador Miami NC PR,Miami
ID_722026959350407168,Ecuador Ireland,Ecuador Ireland
ID_722029263365365760,Ecuador USA,Ecuador USA
ID_722041257439141888,Japan,Japan
ID_722052315402924032,Japan,Japan
ID_722054652909481984,Ecuador,Ecuador
ID_722055497675710464,Ecuador,Ecuador
ID_722064140047642624,ECUADOR,ECUADOR
ID_722065372300623872,Ecuador,Ecuador
ID_722067979098275840,Ecuador,Ecuador
ID_722069206947205120,Ecuadors,Ecuadors
ID_722069227985858560,Ecuador,Ecuador
ID_722073657816805376,Ecuador,Ecuador
ID_722074696259354624,Ecuador Israel Japan PA,Ecuador Israel Japan
ID_722076487504044032,CA Nepal,Nepal
ID_722076692815224832,Mexico,Mexico
ID_722080176239177728,San Francisco,San Francisco
ID_722082870513246208,Dallas Ecuador,Ecuador
ID_722083026335694848,Ecuador,Ecuador
ID_722084910874419200,Ecuador,Ecuador
ID_722086510057635840,EcuadorEarthquake,EcuadorEarthquake
ID_722087531576193024,Ecuador,Ecuador
ID_722089531269332992,Ecuador NY,Ecuador
ID_722089931976278016,Ecuador,Ecuador
ID_722089934144872448,Ecuador,Ecuador
ID_722093544853401600,America,Bank of America
ID_722093828958593024,Ecuador,Ecuador
ID_722093837212999680,Ecuador,Ecuador
ID_722094809809223680,Ecuador,Ecuador
ID_722104290089771008,Ecuador,Ecuador
ID_722105257283575808,Ecuador,Ecuador
ID_722105444983050240,Ecuador Norway,Ecuador
ID_722106660915953664,EcuadorEarthquake Miami,Miami
ID_722108559446573056,EU Ecuador,Ecuador
ID_722109295941197824,ECUADOR NE US,ECUADOR
ID_722110742846173184,Ecuador Manta,Ecuador Manta
ID_722114392389730304,EcuadorEarthquake,Ecuador
ID_728534356034084864,Fort McMurray,Fort McMurray
ID_728545128437194752,Alberta,Alberta
ID_728545222888689664,Alberta usa,Alberta
ID_728562106291781632,Alberta Canadas New York,Alberta New York City
ID_728574181948928000,Syrian,Syrian
ID_728580648475234304,Fort McMurray,Fort McMurray
ID_728597478946287616,Canadian,Fort Murray
ID_728603599090024448,Unknown,YMM
ID_728604991397584896,Canadian,Canadian
ID_728606798282919936,Alberta,Alberta
ID_728633408159666176,Canada Fort McMurray,Fort McMurray
ID_728633905411141632,Unknown,Pincher Creek Co
ID_728644856575197184,Unknown,Anzac
ID_728649946929451008,Canadian Fort McMurray,Fort McMurray
ID_728660948173475840,Alberta Canada,Alberta Canada
ID_728664651861368832,Fort McMurray,Fort McMurray
ID_728666393655185408,Canada,Canada
ID_728690215615750144,Unknown,Clear Hills County
ID_728695688519946240,Fort McMurray,Fort McMurray
ID_728699563972780032,Fort McMurray usa,Fort McMurray
ID_728700284952715264,Alberta,Alberta FortMacFire
ID_728705286467420160,CA,FortStJohn
ID_728705357443293184,Unknown,FortMcmurray
ID_728708563087052800,Canada Fort McMurray,Canada Fort McMurray
ID_728712517954965504,Fort McMurray,Fort McMurray
ID_728721733415403520,Unknown,Fort St. John FortStJohn
ID_728738932909875200,Ontario,Northwestern Ontario
ID_728743840333504512,Alberta,Alberta
ID_728746282903207936,Fort McMurray usa,Fort McMurray
ID_728748365865869312,Alberta,Alberta
ID_728750739175051264,Alberta,Alberta
ID_728755141243899904,Fort McMurray,Fort McMurray
ID_728764877641158656,Canadian Fort McMurray,Canadian Red Cross Fort McMurray
ID_728831267353956352,Alberta Fort McMurray FortMcMurray NY,Fort McMurray FortMacFire FortMcMurray
ID_728857199296942080,FortMcMurray,FortMcMurray
ID_728870660508770304,Canada Fort McMurray,Canada Fort McMurray
ID_728923020564287488,Fort McMurray,Fort McMurray
ID_728935137342164992,Fort McMurray,Fort McMurray
ID_728941728271470592,Alberta CA,Alberta
ID_728954374429478912,Alberta,Alberta
ID_728954588473122816,Alberta,Alberta
ID_728959795106091008,Edmonton Fort McMurray,Fort McMurray
ID_728988422052798464,Alberta Syrian,Alberta
ID_729047443136872448,Edmonton Fort McMurray,Edmonton Fort McMurray
ID_729050159393312768,Alberta,Alberta
ID_729064675539755008,Slave Lake,Slave Lake
ID_729076792619753472,Canada Canadian,Canada
ID_729089814411251712,Alberta Fort McMurray,Alberta Fort McMurray
ID_729091544645574656,FortMcMurray,FortMcMurray
ID_729096029241413632,Unknown,Oyama
ID_729116765813276672,Alberta,Alberta
ID_729143335475027968,FortMcMurray,FortMcMurray
ID_729163252756676608,Canada,Canada
ID_729180270402801664,Alberta,Alberta
ID_729266348153524224,Canadian,Canadian
ID_729294441165426688,Alberta,Alberta
ID_729325329475579904,Alberta Fort McMurray Ontario,Alberta Fort McMurray Ontario
ID_729334461762961408,Alberta Canadian,Alberta Canadian
ID_729348394884337664,Alberta,Alberta
ID_729362464681250816,Unknown,SK
ID_729362804252151808,Canada Fort Mac,Canada
ID_729365930233356288,Alberta Canada,Alberta Canada
ID_729395859490779136,Alberta Canadian usa,Alberta Canadian
ID_729416698105872384,Alberta Canada Fort McMurray FortMcMurray,Canada
ID_729440732965113856,Alberta Fort McMurray Russia,Alberta Fort McMurray Russia
ID_729459551078993920,Canada Russia,Canada Russia
ID_729515648347418624,Alberta,Alberta
ID_729527862068424704,Canada Fort McMurray,Canada
ID_729547494003232768,Canadian,Fort McMu
ID_729621224184119296,Fort McMurray,Fort McMurray
ID_729673285387079680,FortMcMurray,FortMcMurray
ID_729675825705029632,Fort McMurray,Fort McMurray
ID_729686157110456320,Fort McMurray Victoria,Fort McMurray Petrolia
ID_729686207840444416,Alberta CA,FortMacFire
ID_729690413255168000,Fort Mac,Fort Mac
ID_729699540656259072,Alberta Canadian,Alberta
ID_729699605651304448,Fort McMurray,Fort McMurray
ID_729701173968699392,Canada,Canada
ID_729713715667304448,Alberta Fort McMurray,Alberta Fort McMurray
ID_729719745725882368,Alberta Canada,Alberta
ID_729723341439836160,Alberta,Alberta Kapuskasing
ID_729743392834347008,Ontario,Ontario
ID_729754781435236352,Canadian Fort McMurray,Fort McMurray
ID_729763766896873472,Fort McMurray,Fort McMurray
ID_729766853518741504,FortMcMurray,Kugaaruk
ID_729767761824583680,Alberta Canadian,Alberta Canadian
ID_729778331529392128,Fort McMurray,Fort McMurray
ID_729784848546725888,Alberta Calgary Edmonton,Alberta Calgary Edmonton
ID_729791867664093184,Fort McMurray,Fort McMurray
ID_729823911895048192,Manitoba Ontario,Manitoba Ontario
ID_729828329189199872,Alberta FortMcMurray,Alberta
ID_729839195921993728,Unknown,Norm MacDonald
ID_729867300640153600,Fort McMurray,Fort McMurray
ID_729934254025547776,Canada,Canada
ID_730002995329548288,Edmonton Fort McMurray,Edmonton Fort McMurray
ID_730018499955855360,Fort McMurray,Fort McMurray
ID_730020846811549696,Canada,Canada
ID_730021938664366080,FortMcMurray Syrian,Syria Syrian
ID_730043662713823232,Fort McMurray,Fort McMurray
ID_730070590921433088,Edmonton Fort McMurray,Edmonton Fort McMurray
ID_730093408145047552,Fort McMurray,Fort McMurray
ID_730134759444189184,Fort McMurray,Fort McMurray
ID_730202253848678400,Alberta,Alberta
ID_730262455457210368,Fort McMurray,Fort McMurray
ID_730400470200659968,FortMcMurray,FortMcMurray
ID_730464599670194176,Canadian,Canadian
ID_730483043140538368,Canada Edmonton Fort McMurray,Canada McMurray
ID_730492634125500416,Fort McMurray,Fort McMurray
ID_730529189648982016,Unknown,Saskatoon
ID_730664621653278720,Canadas,Canadas
ID_730812243760316416,Fort McMurray,Fort McMurray
ID_730818270765428736,Unknown,Caddy Lake Winnitoba
ID_730823466228703232,Alberta Fort McMurray,Alberta Fort McMurray
ID_730834506320515072,Alberta Fort McMurray,Alberta Fort McMurray
ID_730850931315740672,Canada,Canada
ID_730868410763116544,Alberta Canadian,Alberta
ID_730881404834353152,Fort McMurray,Fort McMurray
ID_731278144645124096,Canada Syrian,Canada Syrian
ID_731309824298909696,Unknown,Gold Bar
ID_731336191140724736,Fort McMurray,Fort McMurray
ID_731361386756902912,Fort McMurray,McMurray
ID_731455959843917824,Unknown,Gold Bar
ID_731512686547243008,Seattle,Gold Bar
ID_731538620616597504,Edmonton Fort McMurray,Fort McMurray
ID_731759683397136384,Fort McMurray,Fort McMurray
ID_731907535662252032,Alberta Fort McMurray,Fort McMurray
ID_731940469643587584,Fort McMurray,Fort McMurray
ID_732181515895967744,Unknown,Greenview
ID_732239833834229760,Unknown,northeastern B.C.
ID_732272605172924416,Unknown,Saskatchewan
ID_732338744783560704,Unknown,ALBERTA Wood Buffalo
ID_732356000921980928,Fort McMurray,Fort McMurray
ID_732360095695310848,Fort McMurray,Fort McMurray
ID_732360851529682944,Fort Mac,Fort Mac
ID_732361026604142592,Fort McMurray,Saskatoon
ID_732365979376713728,Fort McMurray,Fort McMurray
ID_768468974854082560,Italy UK,Via Salaria
ID_768469571326078976,italy,Macerata
ID_768472827527737344,Amatrice Italy,Amatrice
ID_768483580813148160,Italy,Amitrice
ID_768501900178255872,Italy,Italy
ID_768505487461449728,Italy,Italy
ID_768507552468377600,Amatrice Italy,Amatrice
ID_768518904952086528,Italy,Italy
ID_768520413760618496,Italy Rome US,Rome US Embassy
ID_768541667381116928,Italy,Italy
ID_768545980518109184,Italy,Italy
ID_768550888399114240,Italy US,Marche
ID_768570891336839168,Canada Italy,Italy
ID_768572711102738432,Italy italy,italy
ID_768574297992470528,Italy,Italy
ID_768579987247013888,Italy italy,Italy
ID_768699836170403840,Italian Italy,Italian earthquake
ID_768700951989551104,Italy,Amartice
ID_768706315564834816,Amatrice ITALY,Amatrice
ID_768718414772920320,Amatrice Italy,Amatrice
ID_768720766976352256,Italy,Italy
ID_768721598274822144,Italy LA,LA
ID_768730678112419840,Italy,Italy
ID_768755676420145152,Amatrice Italy,Amatrice
ID_768769359959457792,Italy,Italy
ID_768805608426471424,Italy NY,Italy
ID_768816590368411648,Italy,Italy Pescara del Tronto
ID_768818737172582400,Italy USA,Ilica
ID_768851443117879296,Amatrice Italy,Amatrices
ID_768879098470871040,CA Italian Italy,Red Cross
ID_768921609147191296,Italy,Italy
ID_768924405397352448,EU Europe Italy,EU Europe
ID_769037002415235072,Italy,Pescara del Tronto
ID_769061028386701312,Italian US,Italian US
ID_769063505576296448,Italian Italy US,Italian Red Cross
ID_769101911949713408,Italy,Italy
ID_769108185303179264,Italy,Italy
ID_769159788605370368,Amatrice Italy,Amatrice
ID_771425241268498432,New Zealand,New Zealan New Zealand
ID_771426001834303488,NE New Zealand,New Zealand
ID_771427974704836608,Auckland,Auckland
ID_771429366626594816,Unknown,Britomart
ID_771430404196667392,East Coast NZ,NZ
ID_771431391149957120,Wellington,Northland Wellington
ID_771431680972165120,North Island,North Island
ID_771436436826443776,NZ North Island,NZ North Island
ID_771451745843027968,New Zealand,New Zealand
ID_771455644482187264,NZ US,NZ
ID_771455893074354176,NewZealand,Gisborne NewZealand
ID_771457631328301056,NewZealand,NewZealand
ID_771469623921258496,New Zealand,New Zealand
ID_783383316888117248,Haiti,Haiti
ID_783385314555531264,Haiti,Haiti
ID_783388903676018688,CA Haiti,Haiti
ID_783393218792714240,Haiti usa,Haiti
ID_783394299031461888,Haiti,Haiti
ID_783395012260147200,Georgia Haiti South Carolina,Georgia Haiti South Carolina
ID_783398854959828992,Haiti NC PR South Carolina,Haiti South Carolina
ID_783402679967977472,Haiti,Haiti
ID_783403166113013760,Haiti U.S.,Haiti U.S.
ID_783403211965292544,Haiti,Haiti
ID_783405633450180608,Haiti US,Haiti US
ID_783407098654699520,Columbia Haiti,Columbia Dom Republic Haiti St Vincent
ID_783411018684854272,CA Haiti,Haiti
ID_783411606298296320,Haiti,Haiti
ID_783418713378844672,Haiti,Haiti
ID_783422604069654528,Haiti,Haiti
ID_783424296739831808,Haitis USA,Haitis
ID_783426492952899584,Haiti,Haiti
ID_783429009401008128,Haiti SouthCarolina,Haiti SouthCarolina
ID_783429151529308160,HAITI,HAITI
ID_783430549062967296,South Carolina,South Carolina
ID_783431996794105856,Haiti,Haiti
ID_783436659949985792,Haiti U.S.,Haiti U.S.
ID_783438681621143552,Haiti,Haiti
ID_783453931410251776,Haiti,Haiti
ID_783456690754682880,Haiti,Haiti
ID_783465212687052800,Haiti,Haiti
ID_783472997709471744,Florida Haiti,Florida Haiti
ID_783481455955423232,Haiti,Haiti
ID_783487635780173824,East Coast Haiti US,Haiti US East Coast Bulloch
ID_783493456257687552,Haitis,Haitis
ID_783496257054633984,American Haiti MIAMI,Haiti MIAMI
ID_783496748476030976,Haiti,Haiti
ID_783497536946470912,Haiti,Haiti
ID_783512857686179840,Haiti,Haiti
ID_783517570158714880,Haiti,Haiti
