location,count
Newzealand,2
Mount Vic,1
Waikanae,2
Marlborough,10
Dunedin,9
New Z,1
Kaikoura/Blenheim,1
Pukekohe,1
Clutha District,1
Maungaraki,1
North Canterbury,3
Leader Road,1
Wakefield Street,1
CHCH,1
WLGN,1
Chatham islands,2
Wellingtons,5
Punawea,1
Tairei Mouth,1
Clutha,1
Wakefield Rd,1
Victoria,8
Linwood College,1
Havelock,2
Hurunui,4
Cheviot,7
Rotherham,1
New Brighton,1
lower North Island,1
Hataitai,1
Picton,6
Queenstown,1
Hornby,1
Mt Lyford,3
Hanmer Springs,2
Redcliffs Christchurch,1
HAWAII,1
Leithfield Beach,1
eqnz,1
Akita,1
Herbertville,1
Napier,2
Kai,1
Nelson,2
Culverden,5
kapiti,1
Banks Peninsula,4
Chathams,1
new Zealand,1
NZs South Island,1
NI,1
eastern coast of the north,1
Parnassus,1
Ferrymead,1
SouthIsland,1
Oaro,1
Waipara,1
Aramoana,1
Otago,3
Katikati,1
newzeland,1
Canterbury-,1
Featherston St,1
Isolated South Island,1
Thomsons Ford Road bridge,1
Tua Marina,1
Wainuiomata,1
Taranaki St,1
Manners St.,1
Courtenay Place,1
Mahakipawa,1
picton,1
Hamiltonnz..,1
"Argentina:6,2",1
Fitzherbert Bridge,1
Bank Peninsula,1
WGTN,1
gales,1
Willis St new World,1
Oriental Beach,1
Seddon,8
Raglan,4
State Highway 1,1
Clarence river,1
Waikawa,1
NEW ZEALAND,2
Pictons High Street,1
Clarence River,5
Waiau,5
Ward,1
Grafton,1
Clarence,1
CLARENCE RIVER,1
Takahanga Marae,1
Kekerengu,1
Huka Falls,1
highway 1,1
Kaiapoi,1
NewZealands,2
Kaikora,1
South Island road & rail,1
Welly,1
Parliament,1
Kaikouras,2
Little Pigeon Bay,1
New Zealandtwo,1
Timaru Harbour,1
Statistics NZs Wlgtn,1
Hutt Valley,1
Port Marlborough,1
Shakespeare Bay,1
Pic,1
Kaikorua,1
Sth Island,1
Molesworth Street,1
Woodend Community Centre,1
New Zealanders,1
Buckley Road,1
WELLINGTON,1
Kia kaha,1
61 Molesworth St,1
14 Wilmers Road,1
Aitken Street,1
Thorndon,1
the South Islands east coast,1
Tennyson Street,1
Ohau Point,1
Malvina,1
kaikora,1
Arrowtown,1
61 Molesworth Street,1
Kairoura,1
SEDDON,1
St John,1
Wellington_NZ,1
Centreport,1
Lyford,1
Kaikōura,1
Ratnapura,7
SriLankan,2
Sri Lankas,4
Sri Lankans,1
Sri lanka,1
TamilEelam,1
Yatagampitiya,1
Kalutara,10
National Roads,1
Srilankans,1
Gampaha,2
Matara,7
Galle,5
Matara city,1
dnkoluwaththa,1
Pitabaddra,1
Millaniya,1
Hanwella,1
Akuressa,2
Bambalapitiya,1
Kollupitiya,1
Ratmalana,1
lka,1
Neluwa,1
SriLanak,1
@SriLanka,1
sri lanka,1
Rathnapura,3
Arya Hospital,1
Mizoram,1
Chittagong,1
Pahiyangala,1
Bulathsinhala,2
Maharagama,1
Nagoda Hospital,1
Colombo Port,1
Rathmalana,1
Sri La,1
us,2
Baddegama,1
Ayagama,2
Chinas,1
Jaffna,2
Kaduwela,1
Elapatha,2
Colombo Port City,1
Battaramulla,1
South Korean,1
Colombo,3
SriLankas,2
Matara District,1
Eheliyagoda,1
Rathnapu,1
Mathugama,1
Rajitha,1
sri Lanka,1
Ponnailai,1
SriLank,1
Choluteca,1
USS Lake,1
Indias,1
Kaluthara,1
SriL,1
Corpus Christi,8
Victoria County,1
Austin/Travis,1
Texans,19
Travis,2
Pasadena,8
Texas-stay,1
Aransas,22
Port Aransas,4
Port OConnor,1
Kings Square apartments,1
Wharton,5
Middlebrook,1
Missouri City,1
Aransas County,1
Bolivar,2
BexarCounty,1
Fulton,1
Cypress,1
Victoria..,1
Buffalo Bayou,1
Oregon.,1
Tx,4
GALVESTON,3
kazen,1
Brazoria,14
Fort Bend,1
Harris,5
Matagorda,4
Travis County,1
Jefferson,3
TEXAS*,2
Austin-TX,1
Brazoria-TX,2
Galveston-TX,2
Liberty County,2
Smithville,5
Channelview,1
East Bernard,1
Montgomery,3
Texas-let,1
Palacios,1
Montrose,1
TEXAS/,1
texasdaniel,1
houston/,1
HarrisCounty,3
NY/NJ,1
Fuqua,1
Manatee,7
Dallas-Fort,2
Bastrop,1
Caldwell,2
Foxlandia,1
SA,1
Bastrop/Caldwell,1
USs,1
San Marcos River,1
Luling,1
MEXICANS,1
Houston/Coastal,1
Norhill,1
HOUSTON,23
Bradenton,2
Houston-Galveston,2
Brazos,4
Texas/United,1
Nederland,1
San Jacinto,1
Kingwood,9
Houstons,38
Harris Co.,1
Williamson County,1
Rosemont,1
texans,1
Silsbee,2
Austin-right,1
Cape Girardeau,1
alaska,1
New Orleans/L.A,1
Houston/TX,1
Hamshire,1
Fort Worth,1
Wilkerson Greines Athletic Center,1
5201 Ca Roberson Blvd,1
TxStateParks,1
Brazoria County,2
Galveston County,3
George R. Brown Convention Center,1
Houstonian,1
Kingsport,1
Washington_Post,1
Buffalo,2
KATRINA,1
Greens Bayou,1
Harvey,1
Austin-area,1
Yoakum,1
Danbury,1
Lake Forest,1
Texasa,1
Northridge,1
Texan,6
NECKLACE,1
houstonchron,8
Salem,1
San Marcos,1
Coastal Bend,1
Port Arthur,7
HoustonBaptistU,1
Rosa,1
Downtown,1
Morgan,1
Morgan City,1
AransasCounty,1
Mikunisushi,1
Banfield Foundation,1
Columbia Lakes,1
Mary,1
Austin Convention Center,1
Sierra Leone,10
Orleans,1
Irving,2
Texas-based,2
Houston/,1
Thermopolis,1
TexasTribune,1
ExxonMobil refineries,1
HoustonDSA,1
TexasCity,1
texas4h,1
PortArthur,18
Baytown,4
Houston..,1
Texas-,2
Grand Rapids-area,1
texasgov,2
Pewaukee,5
Houston/Galveston,1
Beaumont/E,1
TX/SW,1
Noblesville,1
Meyersville,1
Potters House community of churches,1
Montgomery Rd,1
UCLA,1
Houston-raised,1
Atascocita,2
College Station,2
Hathaway,1
LA/TX,1
Houston-Gulf,1
texasbankers,1
League City,1
North Dakotans,1
houstontexas,1
Sugar Land,1
Alameda,1
Crosby,4
Kentuckiana,1
Seven Lakes,1
Cedar Bayou,1
Lake of the Ozarks,1
Texas..,2
Northgate,1
HHouston,1
Texa,1
Kingwood/Humble,1
Jacinto,2
hurricane Harvey,1
Sour Lake,1
Texas—the,1
Quitzau,1
Pakistan..all,1
kashmirtelegraph,1
Beaumont/Port,1
Texarkana,2
Louisiana-Texas,1
Dominic,1
Alpharetta,3
Ridgeville,1
GalvestonIsland,1
Houstonthank,1
Chesapeake,2
Irlandia,1
austin,1
Acadia,1
Stockholm,1
Mizzou,1
Texas.,1
Mankato,1
Grand Isle,1
Texas-Louisiana,1
MX,5
megalopolis,1
lumberton,1
MEXICO,32
Arthur,1
South Asia,1
JeffersonCounty,2
korea,1
japan*,1
texas*,1
Krajewski,1
Melanoma,1
Shelter 3435 Dixie Rd,1
TAMU,2
PORT LAVACA,1
WOODLANDS,1
Meyerland/Houston,1
Leeville,1
UAB Hospital,1
Gulf Healthcare Center,1
River Plantation,1
Conroe,1
City Hall Courtyard,1
Chester/Madison,1
Decatur County,1
Houston/Beaumont,1
Pleasantville,1
Sienna Plantation,1
RichtonPark,1
🇺🇸,1
Whites Creek,1
Cherokee,2
Harris Countys,3
Elm Grove,1
Texas/Louisiana,2
Terry,1
Newton County,1
Seattle-area,1
Cubas,6
BOOKMARK,1
HALLELUJAH,1
Kirkwood,1
Wilcrest,1
@HoustonTX,1
LaGrange,1
N.Y.,1
Beaumont Hospital,1
EdAustin_TX,1
Bend County,1
Melaleuca,1
Idahoans,1
White House,1
TXin,1
Rockland,1
U.S.s,1
Ohio Valley,1
texasparole,1
Kosciusko,2
Visalia,1
First Congregational Church,1
Niagra,1
Iredell,1
texascries,1
Gulfton,1
Texas+,1
Hurricane Harvey,2
Houston-based,1
Valparasio,1
Walker County,1
Mansfield,1
Tex,2
LI,1
Abilene,1
Peach County,1
Huston,1
Stark County,1
Calcasieu,1
BrazoriaCounty,1
Brazos River,1
Houston/Tampa,1
TEXASGP,1
Purdue,1
HoustonTX,1
Malabar,1
Norfolk-based,1
Americas,1
Benzinga,1
Monsanto,1
HoUSton,1
Denton,1
Houst,1
Arkema Chemical Plant,1
TexasZoo,1
montana,1
Moscow,1
Andamans,1
TXs,1
Cameroon,1
Okinawa,1
Nigerian,2
Makurdi,6
sarahlimanya,1
StMartin,12
North Bay,1
India/Nepal/Bangladesh,1
PR/FL,1
Niagara County,1
Sierra,1
NRG Park,1
Waterford,1
The Spartanburg School District,1
NC..,1
Culebra,5
Culebra/Vieques,1
Amalie,1
Assam.Once,1
Tunisia,1
Pittsburg,1
Totland Bay,1
Okanagan,1
Jammu-Srinagar,1
SAN JUAN,2
Puerto Rico~,1
St Martin,8
Barbudas,8
St. Martin,18
SaintMartin,4
Carribean,8
Salamanca,1
Tortola,12
Bentonville,1
Talladega,4
St Maarten,4
Saint-Martin,1
Saint Martin,14
Saint Barthelemy,1
East Bay,1
Caribbean islands,6
Tampabay,1
the Caribbean,4
Guadeloupe/ABC,1
Anguilla,19
BARBUDA,1
Monroe County,3
French Islands,1
St. Barts,1
Sint Maarten,1
St. Barthelemy,1
New Yorks,1
Florida~,1
Antigua & Barbuda,1
Baldwin County,1
StThomas,5
Collier,2
St. Barths,1
Barbudan,1
-North Korea,1
ST Martin,1
BREVARD COUNTY,1
Anguillan,1
Duval,1
US Virgin Islands,8
St. John,2
Okaloosa,1
UK-based,1
Sonesta Guests,1
St. Maarten,8
USS,1
MIAMI-,1
LeonCounty,1
Coral Springs,5
Cayman Compass,1
Manatee County,2
Sarasota-Manatee,1
Caracas,1
St Barts,1
Ft. Lauderdale,2
Brownsville,1
Liberty Magnet,1
Havana,18
137 Ave SW 30th Street,1
NassauCounty,1
Desoto County,1
Germain Arena,1
Appalachia,1
Sunny Isles Beach,1
Bahamas..the,1
Cuba..,1
St. Petersburg,5
Coconut,1
Rosen Hotels & Resorts,1
Koksalakn,1
Palm Bay,1
Mar-a-Lago Resort,1
Marco Island,2
Flooded roads,1
Cubans,1
302 Magnolia Street West. 8,1
Marcos Island,1
Hotel Orlando Airport,1
Necker Island,1
Bradford County,2
Frankfort,1
VictoriaPark,1
Collier Co.,1
Anna Maria City,1
Medical University of South Carolina,1
College Park,1
Caribbean Islands,3
Auburndale,1
usvirginislands,2
Calhoun County,1
Key West,4
Altanta,1
Weingarten,1
marcoisland,2
CapitolHill,1
Caribbean Luxury Resort,1
Boca-area,1
Clayton County,1
BerkeleyCounty,1
Bloomington,2
Jacksonville-area,1
Floridians assess,3
BVI island,1
BVI,1
Goodland,1
Lehigh Acres,1
Wekiva,1
Gibraltar,3
Augusta,1
ISLAMORADA,1
Valencia,1
KeyWest,2
Harris County-Houston,1
Florida..we,1
Statesboro,1
French Antilles,2
FloridaKeys,1
Marlins Park,1
Lee,2
Oaxacan,1
UKs,2
Chiapas,6
Oaxaca,34
MEX,2
the Caribbean islands,1
Virgin Isles,1
Milan,1
UF football stadium,1
Mendocino,1
Monroe Co.,1
Alachua County,3
PA.,1
Salamis,1
island of Cyprus,1
MonroeCounty,3
Leeds,1
Pearisburg,1
Assam-,1
Johnstown,3
Hollywood Hills,1
Virginia/West,1
Sims Auto Park,1
Lemmon Valley,1
Sierra Leonean,1
DeKalb Schools,1
Tuscany,1
Marathon Airport,1
Constantinople,1
Santa Fe River,3
Farad,1
VA/WV,1
Giles County,1
Miami-area,1
USVirginIslands,5
Tarapaca,1
Pasco,1
Kokomo,1
Tokyo,2
Gippsland,1
Hernando,1
ClayCounty,1
"High Springs Memorial Park, 17380 N.W. US Hwy 441",1
St. Thomas,1
Bayou City,1
Polks cities,1
Malda,1
Patanjali,1
Virgin Islands/Puerto,1
Hill n Dale,1
Malkajgiri,1
Manila,1
Bunnell Evac center,1
Cattaraugus,1
Chautauqua,1
BajaCalifornia,1
Margate,1
Jekyll Island,1
Virginia-West,1
Varadero,1
Cayo Coco,1
Beechville-based,1
Nassau county,1
Black Creek,1
Habersham,1
Middleburg,2
Liberia,5
MIAMI-DADE,1
Floirda,1
TurksandCaicos,1
Fort Myers,3
Monongahela,1
SanJose,1
Seminole,1
SeminoleCounty,1
Buenos Aires,1
ClarendonCounty,1
Bangkok,1
9880 W Sample,1
Perry,1
Trinity Church,1
Apopka,1
FL.,1
México,10
Palmetto,1
St. Johns River,1
Garfield County,2
Hillsborough County,2
usvi,3
Aqua Bistro,1
StJohn,1
ST. CROIX,1
Glades,1
SanMarco,1
Santa Fe,2
Coconino,1
Newcastle,1
Immokalee,1
U.S/French,1
Lakeland,2
Itasca,1
TRINIDAD Y TOBAGO,1
Penang,1
Kalaburgi,1
Easter Island,1
Mohave,1
East Foothills,1
Kona,1
Sicily,1
jakarta,1
Central Region,1
Folly Beach,1
BASS LAKE,1
India.make,1
COLORADO,1
Thomas,1
Callahan,1
oaxaca,1
Davis County,1
orlandomagic,1
The Caribbean,1
Satilla River,1
Atkinson,1
Democratic Republic,1
volcano crater,1
punani,1
Chiapa,1
Bahamas/Ft,1
2099 Adams Ln,1
StMaarten,1
Karangasem,1
Columbia Counties,1
barbuda,2
Gatorama,1
Latrobe,1
Union County,1
Bradford,1
Obriens,1
Brandon,1
Korea/terror,1
Essex,1
Middlesex,1
Coral Gables,1
W. Magnolia St.,1
Lebanon,1
FLORIDIANS,1
Northwesterm Marion,1
Georgia..,1
Ware,1
Lake Butler,1
Pittsburgh-Area,1
St. Petersburgs,1
Ross Norton Recreational Center,1
America*,1
Barbudans,1
NationalParks,1
Floridas state parks,1
US Virgin,1
Sebring Airport,1
Cayman Islands,1
Monmouth County,1
Riverstone,1
Tortougas,1
St. Croix Hometown,1
ElBanyan,1
Key Largo,1
Chiles,1
165 N. Grove Street,1
Stlouis,1
@PalmBeachZoo,1
mexicocity,2
MexicoCity,22
Puebla,12
Colegio Enrique Rebsamen,1
dominica,8
SanJuan,21
Arecibo,33
Mexico´s,1
CDMX,8
Puerto Rico..and,1
St. Croix,5
Vieques,2
Del Valle,1
Benito Juárez,1
἟5἟7 Virgin Islands,1
Morelos,15
Puerto Rio,1
Rios Cana,1
Mexico-,1
Puerto Rico-,2
MEXICOCITYEARTHQUAKE,1
Antigua and Barbuda,1
Chapultepec,1
Mexico Citys,3
South Caicos,1
Puertorico,3
Guayama,5
Canóvanas,1
Guadalajara,2
La Condesa,1
South of the island,1
French,2
Malala,1
PHILIPPINES,1
mexico.ὠ7,1
U.S.V.I,2
Miami-Based,1
PuertoRi,1
Caribbean Basin,1
Texcoco,1
Laredo,1
Mexico city,2
yokotaro,1
North Jersey,1
Chimalpopoca,1
Puerto RicoὉ9἟5἟7,1
Dominca,3
San Juan Bay,1
MEXICOs,1
Bayamon,3
Dominicana,1
LA County,1
european_clique,1
yessica,1
Yabucoa,7
Dominicas,2
THE NEW YORK TIMES,1
TIGERweb,1
Turks & Caicos Islands,1
Guajataca,11
Turks,1
Hazleton,1
Guaynabo,1
Saint John Parish,1
caribeisland,1
Puero Rico,1
Añasco,1
puerto rico,4
MEXICO CITY,2
Aibonito,2
PuertoRicos,13
Haitien,1
Hackney,1
PuertoRicoMaria,2
Guajataca Dam,1
StCroix,1
Mexico.Links,1
Cohetzala,1
Hurricane Maria,1
Isabella,1
Quebradillas,2
Maunabo,1
Coyoacan,1
puertoricounited,1
St Croix,3
Trinidad,1
Chimalpopoca textile factory,1
Ocean Park,1
PuertoRicoPUR,7
Tinkyada,1
PuertRico,2
Ceiba,3
Loíza,3
usa_sport_today,1
PuertoRican,3
Coamo,1
Camuy,1
Lake Guajataca,1
PR-our,1
Arecibos,1
SanLorenzo,2
Porto Rico,2
ViequesUSA,2
Tlayacapan,1
Dominican,5
Paredon,1
USVI,2
NYCMayor,1
Mx,2
Virgin Island,1
MEXICOS,1
guayama,1
Aricibo,1
STCroix,1
DominicaStrong,2
Lopez,1
US Virgin Island,1
dominia,1
EdoMex,1
Guerrero,1
Mexico City Airport,1
mexicoὢ3,1
❤️἟5἟7❤️PUERTO RICO❣️WE,1
Puerto Rico—noting,1
❤️἟5἟7❤️PUERTO RICO,1
Jojutla,2
Loiza,1
Puerto Ricans,8
Hatillo,1
Tlaquiltenango,1
HelpPuertoRico,3
Jungipad,1
CHIAPAS,1
Fajardo,2
Mexico἟2἟D,1
Ocracoke Island,2
Caribbean island,2
Outer Banks of NC,1
PeurtoRico,1
Delmarva,1
Puerteo Ricos,1
Barrio Pasto,1
N. CAROLINA,1
PortoRico,2
USA-We,1
Hatteras,2
Adjuntas,1
Turks and Caicos,2
Puerto Rico.,1
Izucar de Matamoros,1
Puerto Ricoalready,1
mexico city,1
DOMINICA,4
Pico Arena,1
P.R.,3
Mexico.,1
PuertoRico..,1
Bushwick,1
Trenton-area,1
Atzitzihuacan,1
Bali,1
Mexico City..,1
Naranjito,2
Barranquitas,2
West Seattle,1
CayoSantiago,2
North Carolina/Virginia,1
USPuertoRico,1
PuertoRico-,2
River Yuna,1
Taunton,1
Cataño,1
Cape Hatteras,1
United States of America,1
Square Park,1
Utuado,7
Puerto Rico.Every,1
Kalamazoo,1
La Galarza,1
JSEllenberg,1
PuertoRic,2
Puerto Ricotime,1
Arguably the Americans,1
Puerto Rico/USVI-where,1
CaribbeanCounci,1
Aguadilla,3
Carribeans,1
Waterbury,1
HUH὏A὏A,1
HelpPuertoRicoNOW,1
Louisianans,2
Montclair,1
Tetela del Volcan,1
ocracoke,1
Dominica-,1
PuertoRico἟5἟7,1
Chicopee church,1
USA/Trump,1
NorthBeach,1
Trujillo,1
Newfoundland,1
Centerville,1
@PuertoRico,1
Ronkonkoma,1
Lehigh,1
Kissimmee_FL,1
VirginIslands,2
PuertoPlata,1
purtorico,1
Brunei,1
Tuition,1
NewYork-,1
Cuernavaca,1
580 66th St,1
Colorado-based,1
forPuertoRico,1
Ἑ8Ὢ8PUERTO RICO,1
U.S.A,1
Lackawanna,1
Hmland,1
PuertoRicoRelief,1
PuertoRicoStrong,2
TUUUUUNA,1
Ixtepec,1
Copthall,1
Staten Island,1
Melrose St,1
Buchwick & Broadway,1
Saint Croix St,1
LIUNA,1
ElYunque,1
Spivak Foundation,1
San Pedro,1
Maplewood,1
Durant Road Middle School,1
ST THOMAS,1
US embassy,1
Ὢ8἟5἟7PUERTO RICO,1
Long Island,1
Maarten,1
PuertoRicoRe,1
mañana,1
DOMINICA-WEATHER-Dominica,1
PuertoRico἟5἟7἟A἟8,1
BORICUA,1
Puerto Rico..Ships,1
SanJuanMayor,5
San Juan+,1
Juchitan,1
Dominica἞9἟2,1
἟2἟DMexico D.F.,1
puerti,1
PUERTORICO,1
sacramento,1
San Lorenzo,1
Kalinago,1
Island of Vieques,1
U.S. Virgin Islands,2
PR island of Vieques,1
Comerio,2
Ponce,2
Peñuelas,1
Cabo Rojo,1
Guanica,1
FtBraggNC,1
Puerto RIco,1
ISLANDS,1
PuertoRicoCrisis,1
Tampa Bay..,1
Bronx,1
Catholic Charities of Central Florida,1
Sunset Park,1
Utudao,1
MuayThai,1
Salvador,1
SaintCroix,1
Puerto Riqueños,1
SanSebastian,1
PuertoRicans,1
JackPosobiec,1
communism,1
small US,1
Peurto,1
Mauldin,1
625 H Street,1
Dominican Island,1
Chicago-hardly,1
Vega Alta,1
Mexico.ἰD,1
SunsetPark,1
parxcasino,1
Dominicans,1
Pekolachi,1
Puerto Rico.Proud,1
LosTopos,1
Hermosillo,1
IlIMGWVIlI,1
Puerto Ric,1
Mandalay,1
PUERTO RICAN,1
Coatetelco,1
Miacatlan,1
Queens Park,1
Yabacoa,1
Naguabo,1
Puerto Ri,1
ENGLAND,1
Lima,1
Sabana Grande,1
PuertoRicos἟5἟7,1
LasVega,1
Israels,1
